[2019-01-22 21:29:00] Loading data from data\sign_mnist_train.npy ...
[2019-01-22 21:29:01] Loading data from data\sign_mnist_test.npy ...
[2019-01-22 21:29:01] Generating model graph visualization at results\20190122-212900\model ...
[2019-01-22 21:29:01] Using CUDA!
[2019-01-22 21:29:02] Training model...
[2019-01-22 21:29:02] ===== HYPERPARAMETERS =====
[2019-01-22 21:29:02] batch_size= 256
[2019-01-22 21:29:02] epochs= 20
[2019-01-22 21:29:02] learning_rate= 0.001
[2019-01-22 21:29:02] ==============================
[2019-01-22 21:29:02] [Test] Beginning with test with 29 batches
[2019-01-22 21:29:07] [Test] Test finished, loss: 3.2318, acc: 0.0343, time: 4.50s
[2019-01-22 21:29:11] [Train] Epoch 1, 10% 	 loss: 3.2254, acc: 0.0469, time: 4.18s
[2019-01-22 21:29:11] [Train] Epoch 1, 20% 	 loss: 3.2173, acc: 0.0391, time: 0.44s
[2019-01-22 21:29:12] [Train] Epoch 1, 30% 	 loss: 3.1380, acc: 0.0664, time: 0.45s
[2019-01-22 21:29:12] [Train] Epoch 1, 40% 	 loss: 3.0605, acc: 0.0898, time: 0.44s
[2019-01-22 21:29:13] [Train] Epoch 1, 50% 	 loss: 3.0974, acc: 0.0781, time: 0.44s
[2019-01-22 21:29:13] [Train] Epoch 1, 61% 	 loss: 2.9640, acc: 0.1445, time: 0.44s
[2019-01-22 21:29:14] [Train] Epoch 1, 71% 	 loss: 2.7816, acc: 0.1758, time: 0.45s
[2019-01-22 21:29:14] [Train] Epoch 1, 81% 	 loss: 2.7452, acc: 0.1641, time: 0.44s
[2019-01-22 21:29:14] [Train] Epoch 1, 91% 	 loss: 2.6240, acc: 0.1836, time: 0.43s
[2019-01-22 21:29:15] [Test] Beginning with test with 29 batches
[2019-01-22 21:29:19] [Test] Test finished, loss: 2.0765, acc: 0.5909, time: 3.90s
[2019-01-22 21:29:23] [Train] Epoch 2, 10% 	 loss: 2.4209, acc: 0.2344, time: 4.23s
[2019-01-22 21:29:24] [Train] Epoch 2, 20% 	 loss: 2.3419, acc: 0.2344, time: 0.44s
[2019-01-22 21:29:24] [Train] Epoch 2, 30% 	 loss: 2.3658, acc: 0.2188, time: 0.43s
[2019-01-22 21:29:24] [Train] Epoch 2, 40% 	 loss: 2.1834, acc: 0.2578, time: 0.43s
[2019-01-22 21:29:25] [Train] Epoch 2, 50% 	 loss: 2.1566, acc: 0.2969, time: 0.43s
[2019-01-22 21:29:25] [Train] Epoch 2, 61% 	 loss: 2.0105, acc: 0.2930, time: 0.43s
[2019-01-22 21:29:26] [Train] Epoch 2, 71% 	 loss: 1.8862, acc: 0.3789, time: 0.45s
[2019-01-22 21:29:26] [Train] Epoch 2, 81% 	 loss: 1.9990, acc: 0.3125, time: 0.44s
[2019-01-22 21:29:27] [Train] Epoch 2, 91% 	 loss: 1.8826, acc: 0.3242, time: 0.44s
[2019-01-22 21:29:27] [Test] Beginning with test with 29 batches
[2019-01-22 21:29:31] [Test] Test finished, loss: 0.8982, acc: 0.8494, time: 3.95s
[2019-01-22 21:29:35] [Train] Epoch 3, 10% 	 loss: 1.8860, acc: 0.2773, time: 4.10s
