[2019-01-22 22:35:31] Loading data from data\sign_mnist_train.npy ...
[2019-01-22 22:35:31] Loading data from data\sign_mnist_test.npy ...
[2019-01-22 22:35:31] Generating model graph visualization at results\20190122-223531\model ...
[2019-01-22 22:35:32] Using CUDA!
[2019-01-22 22:35:33] Training model...
[2019-01-22 22:35:33] ===== HYPERPARAMETERS =====
[2019-01-22 22:35:33] batch_size= 256
[2019-01-22 22:35:33] epochs= 20
[2019-01-22 22:35:33] learning_rate= 0.001
[2019-01-22 22:35:33] ==============================
[2019-01-22 22:35:33] [Test] Beginning with test with 29 batches
[2019-01-22 22:35:38] [Test] Test finished, loss: 3.2207, acc: 0.0602, time: 5.08s
[2019-01-22 22:35:43] [Train] Epoch 1, 10% 	 loss: 3.2284, acc: 0.0508, time: 4.56s
[2019-01-22 22:35:44] [Train] Epoch 1, 20% 	 loss: 3.2333, acc: 0.0312, time: 1.00s
[2019-01-22 22:35:45] [Train] Epoch 1, 30% 	 loss: 3.1046, acc: 0.1055, time: 1.00s
[2019-01-22 22:35:46] [Train] Epoch 1, 40% 	 loss: 2.9008, acc: 0.1562, time: 1.00s
[2019-01-22 22:35:47] [Train] Epoch 1, 50% 	 loss: 2.8212, acc: 0.1523, time: 1.00s
[2019-01-22 22:35:48] [Train] Epoch 1, 61% 	 loss: 2.4982, acc: 0.2617, time: 1.01s
[2019-01-22 22:35:49] [Train] Epoch 1, 71% 	 loss: 2.1966, acc: 0.3086, time: 1.00s
[2019-01-22 22:35:50] [Train] Epoch 1, 81% 	 loss: 1.9242, acc: 0.4102, time: 1.00s
[2019-01-22 22:35:51] [Train] Epoch 1, 91% 	 loss: 1.5670, acc: 0.4961, time: 1.00s
[2019-01-22 22:35:52] [Test] Beginning with test with 29 batches
[2019-01-22 22:35:56] [Test] Test finished, loss: 0.7558, acc: 0.8147, time: 4.24s
[2019-01-22 22:36:00] [Train] Epoch 2, 10% 	 loss: 1.2160, acc: 0.5977, time: 4.56s
[2019-01-22 22:36:01] [Train] Epoch 2, 20% 	 loss: 1.0850, acc: 0.6211, time: 1.00s
[2019-01-22 22:36:02] [Train] Epoch 2, 30% 	 loss: 0.9765, acc: 0.6680, time: 1.01s
[2019-01-22 22:36:03] [Train] Epoch 2, 40% 	 loss: 0.8057, acc: 0.7305, time: 1.00s
[2019-01-22 22:36:04] [Train] Epoch 2, 50% 	 loss: 0.7068, acc: 0.7461, time: 1.00s
[2019-01-22 22:36:05] [Train] Epoch 2, 61% 	 loss: 0.5955, acc: 0.8164, time: 1.00s
[2019-01-22 22:36:06] [Train] Epoch 2, 71% 	 loss: 0.5661, acc: 0.7891, time: 1.01s
[2019-01-22 22:36:07] [Train] Epoch 2, 81% 	 loss: 0.3692, acc: 0.8867, time: 1.02s
[2019-01-22 22:36:08] [Train] Epoch 2, 91% 	 loss: 0.3239, acc: 0.8828, time: 1.01s
[2019-01-22 22:36:09] [Test] Beginning with test with 29 batches
[2019-01-22 22:36:14] [Test] Test finished, loss: 0.1271, acc: 0.9632, time: 4.24s
[2019-01-22 22:36:18] [Train] Epoch 3, 10% 	 loss: 0.3199, acc: 0.9023, time: 4.51s
[2019-01-22 22:36:19] [Train] Epoch 3, 20% 	 loss: 0.2479, acc: 0.8984, time: 1.00s
[2019-01-22 22:36:20] [Train] Epoch 3, 30% 	 loss: 0.2863, acc: 0.9180, time: 1.00s
[2019-01-22 22:36:21] [Train] Epoch 3, 40% 	 loss: 0.2413, acc: 0.9062, time: 1.01s
[2019-01-22 22:36:22] [Train] Epoch 3, 50% 	 loss: 0.2457, acc: 0.9023, time: 1.02s
[2019-01-22 22:36:23] [Train] Epoch 3, 61% 	 loss: 0.1623, acc: 0.9492, time: 1.01s
[2019-01-22 22:36:24] [Train] Epoch 3, 71% 	 loss: 0.2083, acc: 0.9258, time: 1.03s
[2019-01-22 22:36:25] [Train] Epoch 3, 81% 	 loss: 0.1354, acc: 0.9648, time: 1.03s
[2019-01-22 22:36:26] [Train] Epoch 3, 91% 	 loss: 0.1556, acc: 0.9453, time: 1.01s
[2019-01-22 22:36:27] [Test] Beginning with test with 29 batches
[2019-01-22 22:36:31] [Test] Test finished, loss: 0.0629, acc: 0.9782, time: 4.26s
[2019-01-22 22:36:36] [Train] Epoch 4, 10% 	 loss: 0.1783, acc: 0.9453, time: 4.54s
[2019-01-22 22:36:37] [Train] Epoch 4, 20% 	 loss: 0.1525, acc: 0.9375, time: 1.04s
[2019-01-22 22:36:38] [Train] Epoch 4, 30% 	 loss: 0.1516, acc: 0.9492, time: 1.01s
[2019-01-22 22:36:39] [Train] Epoch 4, 40% 	 loss: 0.1483, acc: 0.9375, time: 1.01s
[2019-01-22 22:36:40] [Train] Epoch 4, 50% 	 loss: 0.1406, acc: 0.9570, time: 1.00s
[2019-01-22 22:36:41] [Train] Epoch 4, 61% 	 loss: 0.1072, acc: 0.9727, time: 1.00s
[2019-01-22 22:36:42] [Train] Epoch 4, 71% 	 loss: 0.1157, acc: 0.9570, time: 1.02s
[2019-01-22 22:36:43] [Train] Epoch 4, 81% 	 loss: 0.0984, acc: 0.9609, time: 1.00s
[2019-01-22 22:36:44] [Train] Epoch 4, 91% 	 loss: 0.1057, acc: 0.9531, time: 1.01s
[2019-01-22 22:36:45] [Test] Beginning with test with 29 batches
[2019-01-22 22:36:49] [Test] Test finished, loss: 0.0412, acc: 0.9847, time: 4.22s
[2019-01-22 22:36:54] [Train] Epoch 5, 10% 	 loss: 0.1018, acc: 0.9531, time: 4.51s
[2019-01-22 22:36:55] [Train] Epoch 5, 20% 	 loss: 0.1015, acc: 0.9727, time: 1.00s
[2019-01-22 22:36:56] [Train] Epoch 5, 30% 	 loss: 0.1049, acc: 0.9648, time: 1.00s
[2019-01-22 22:36:57] [Train] Epoch 5, 40% 	 loss: 0.0984, acc: 0.9648, time: 1.02s
[2019-01-22 22:36:58] [Train] Epoch 5, 50% 	 loss: 0.1007, acc: 0.9570, time: 1.01s
[2019-01-22 22:36:59] [Train] Epoch 5, 61% 	 loss: 0.1068, acc: 0.9609, time: 1.01s
[2019-01-22 22:37:00] [Train] Epoch 5, 71% 	 loss: 0.0988, acc: 0.9609, time: 1.01s
[2019-01-22 22:37:01] [Train] Epoch 5, 81% 	 loss: 0.0986, acc: 0.9648, time: 1.01s
[2019-01-22 22:37:02] [Train] Epoch 5, 91% 	 loss: 0.0586, acc: 0.9766, time: 1.02s
[2019-01-22 22:37:03] [Test] Beginning with test with 29 batches
[2019-01-22 22:37:07] [Test] Test finished, loss: 0.0398, acc: 0.9875, time: 4.26s
[2019-01-22 22:37:12] [Train] Epoch 6, 10% 	 loss: 0.0978, acc: 0.9805, time: 4.51s
[2019-01-22 22:37:13] [Train] Epoch 6, 20% 	 loss: 0.0959, acc: 0.9727, time: 1.01s
[2019-01-22 22:37:14] [Train] Epoch 6, 30% 	 loss: 0.1028, acc: 0.9531, time: 1.01s
[2019-01-22 22:37:15] [Train] Epoch 6, 40% 	 loss: 0.0961, acc: 0.9688, time: 1.01s
[2019-01-22 22:37:16] [Train] Epoch 6, 50% 	 loss: 0.0953, acc: 0.9609, time: 1.01s
[2019-01-22 22:37:17] [Train] Epoch 6, 61% 	 loss: 0.0756, acc: 0.9766, time: 1.01s
[2019-01-22 22:37:18] [Train] Epoch 6, 71% 	 loss: 0.0879, acc: 0.9766, time: 1.01s
[2019-01-22 22:37:19] [Train] Epoch 6, 81% 	 loss: 0.1124, acc: 0.9609, time: 1.01s
[2019-01-22 22:37:20] [Train] Epoch 6, 91% 	 loss: 0.0848, acc: 0.9648, time: 1.01s
[2019-01-22 22:37:21] [Test] Beginning with test with 29 batches
[2019-01-22 22:37:25] [Test] Test finished, loss: 0.0259, acc: 0.9907, time: 4.23s
[2019-01-22 22:37:29] [Train] Epoch 7, 10% 	 loss: 0.0720, acc: 0.9727, time: 4.56s
[2019-01-22 22:37:30] [Train] Epoch 7, 20% 	 loss: 0.0953, acc: 0.9609, time: 1.01s
[2019-01-22 22:37:31] [Train] Epoch 7, 30% 	 loss: 0.0954, acc: 0.9727, time: 1.00s
[2019-01-22 22:37:32] [Train] Epoch 7, 40% 	 loss: 0.0825, acc: 0.9727, time: 1.02s
[2019-01-22 22:37:33] [Train] Epoch 7, 50% 	 loss: 0.0830, acc: 0.9648, time: 1.00s
[2019-01-22 22:37:34] [Train] Epoch 7, 61% 	 loss: 0.0900, acc: 0.9648, time: 1.01s
[2019-01-22 22:37:35] [Train] Epoch 7, 71% 	 loss: 0.1004, acc: 0.9648, time: 1.01s
[2019-01-22 22:37:36] [Train] Epoch 7, 81% 	 loss: 0.0985, acc: 0.9609, time: 1.01s
[2019-01-22 22:37:37] [Train] Epoch 7, 91% 	 loss: 0.1006, acc: 0.9648, time: 1.03s
[2019-01-22 22:37:38] [Test] Beginning with test with 29 batches
[2019-01-22 22:37:43] [Test] Test finished, loss: 0.0319, acc: 0.9934, time: 4.22s
