Loading data from data\sign_mnist_train.npy ...
Loading data from data\sign_mnist_test.npy ...
Generating model graph visualization at results\20181219-093351\model ...

(dot.exe:17172): Pango-WARNING **: couldn't load font "Times Not-Rotated 10", falling back to "Sans Not-Rotated 10", expect ugly output.
Using CUDA!
===== HYPERPARAMETERS =====
batch_size= 512
epochs= 10
learning_rate= 0.001
==============================
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 3.22, acc: 0.03, time: 4.40s
[Train] Epoch 1, 11% 	 loss: 3.24, acc: 0.04, time: 3.89s
[Train] Epoch 1, 22% 	 loss: 3.22, acc: 0.04, time: 0.44s
[Train] Epoch 1, 33% 	 loss: 3.23, acc: 0.04, time: 0.44s
[Train] Epoch 1, 44% 	 loss: 3.20, acc: 0.05, time: 0.44s
[Train] Epoch 1, 55% 	 loss: 3.19, acc: 0.06, time: 0.44s
[Train] Epoch 1, 66% 	 loss: 3.05, acc: 0.10, time: 0.44s
[Train] Epoch 1, 77% 	 loss: 3.02, acc: 0.10, time: 0.44s
[Train] Epoch 1, 88% 	 loss: 2.87, acc: 0.14, time: 0.44s
[Train] Epoch 1, 100% 	 loss: 2.73, acc: 0.19, time: 0.41s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 2.30, acc: 0.42, time: 3.54s
[Train] Epoch 2, 11% 	 loss: 2.52, acc: 0.23, time: 3.93s
[Train] Epoch 2, 22% 	 loss: 2.42, acc: 0.23, time: 0.44s
[Train] Epoch 2, 33% 	 loss: 2.33, acc: 0.27, time: 0.44s
[Train] Epoch 2, 44% 	 loss: 2.15, acc: 0.29, time: 0.44s
[Train] Epoch 2, 55% 	 loss: 2.09, acc: 0.33, time: 0.44s
[Train] Epoch 2, 66% 	 loss: 1.98, acc: 0.36, time: 0.44s
[Train] Epoch 2, 77% 	 loss: 1.88, acc: 0.38, time: 0.44s
[Train] Epoch 2, 88% 	 loss: 1.71, acc: 0.44, time: 0.45s
[Train] Epoch 2, 100% 	 loss: 1.65, acc: 0.45, time: 0.42s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 0.84, acc: 0.83, time: 3.52s
[Train] Epoch 3, 11% 	 loss: 1.61, acc: 0.45, time: 3.84s
[Train] Epoch 3, 22% 	 loss: 1.54, acc: 0.50, time: 0.44s
[Train] Epoch 3, 33% 	 loss: 1.45, acc: 0.51, time: 0.44s
[Train] Epoch 3, 44% 	 loss: 1.48, acc: 0.49, time: 0.44s
[Train] Epoch 3, 55% 	 loss: 1.43, acc: 0.50, time: 0.44s
[Train] Epoch 3, 66% 	 loss: 1.32, acc: 0.53, time: 0.44s
[Train] Epoch 3, 77% 	 loss: 1.27, acc: 0.57, time: 0.44s
[Train] Epoch 3, 88% 	 loss: 1.21, acc: 0.58, time: 0.44s
[Train] Epoch 3, 100% 	 loss: 1.12, acc: 0.59, time: 0.42s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 0.39, acc: 0.91, time: 3.53s
[Train] Epoch 4, 11% 	 loss: 1.13, acc: 0.58, time: 3.84s
[Train] Epoch 4, 22% 	 loss: 1.04, acc: 0.62, time: 0.44s
[Train] Epoch 4, 33% 	 loss: 0.92, acc: 0.65, time: 0.44s
[Train] Epoch 4, 44% 	 loss: 0.93, acc: 0.65, time: 0.44s
[Train] Epoch 4, 55% 	 loss: 0.97, acc: 0.64, time: 0.44s
[Train] Epoch 4, 66% 	 loss: 0.96, acc: 0.67, time: 0.44s
[Train] Epoch 4, 77% 	 loss: 1.00, acc: 0.62, time: 0.44s
[Train] Epoch 4, 88% 	 loss: 0.97, acc: 0.62, time: 0.44s
[Train] Epoch 4, 100% 	 loss: 0.86, acc: 0.66, time: 0.42s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 0.25, acc: 0.95, time: 3.50s
[Train] Epoch 5, 11% 	 loss: 0.85, acc: 0.68, time: 3.89s
[Train] Epoch 5, 22% 	 loss: 0.79, acc: 0.70, time: 0.44s
[Train] Epoch 5, 33% 	 loss: 0.77, acc: 0.71, time: 0.44s
[Train] Epoch 5, 44% 	 loss: 0.70, acc: 0.74, time: 0.44s
[Train] Epoch 5, 55% 	 loss: 0.70, acc: 0.73, time: 0.44s
[Train] Epoch 5, 66% 	 loss: 0.71, acc: 0.73, time: 0.44s
[Train] Epoch 5, 77% 	 loss: 0.68, acc: 0.74, time: 0.44s
[Train] Epoch 5, 88% 	 loss: 0.62, acc: 0.79, time: 0.44s
[Train] Epoch 5, 100% 	 loss: 0.64, acc: 0.75, time: 0.42s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 0.12, acc: 0.96, time: 3.53s
[Train] Epoch 6, 11% 	 loss: 0.68, acc: 0.73, time: 3.88s
[Train] Epoch 6, 22% 	 loss: 0.62, acc: 0.76, time: 0.44s
[Train] Epoch 6, 33% 	 loss: 0.67, acc: 0.74, time: 0.44s
[Train] Epoch 6, 44% 	 loss: 0.60, acc: 0.79, time: 0.44s
[Train] Epoch 6, 55% 	 loss: 0.62, acc: 0.75, time: 0.44s
[Train] Epoch 6, 66% 	 loss: 0.52, acc: 0.77, time: 0.44s
[Train] Epoch 6, 77% 	 loss: 0.58, acc: 0.78, time: 0.44s
[Train] Epoch 6, 88% 	 loss: 0.59, acc: 0.76, time: 0.44s
[Train] Epoch 6, 100% 	 loss: 0.59, acc: 0.74, time: 0.42s
[Test] Beginning with test with 15 batches
[Test] Test finished, loss: 0.06, acc: 0.98, time: 3.51s
[Train] Epoch 7, 11% 	 loss: 0.58, acc: 0.77, time: 3.82s
[Train] Epoch 7, 22% 	 loss: 0.51, acc: 0.80, time: 0.44s
[Train] Epoch 7, 33% 	 loss: 0.51, acc: 0.80, time: 0.44s
[Train] Epoch 7, 44% 	 loss: 0.52, acc: 0.80, time: 0.44s
[Train] Epoch 7, 55% 	 loss: 0.47, acc: 0.84, time: 0.44s
[Train] Epoch 7, 66% 	 loss: 0.55, acc: 0.77, time: 0.44s
