[2019-01-23 00:12:27] Loading data from data\sign_mnist_train.npy ...
[2019-01-23 00:12:27] Loading data from data\sign_mnist_test.npy ...
[2019-01-23 00:12:27] Generating model graph visualization at results\20190123-001227\model ...
[2019-01-23 00:12:27] Using CUDA!
[2019-01-23 00:12:29] Training model...
[2019-01-23 00:12:29] ===== HYPERPARAMETERS =====
[2019-01-23 00:12:29] batch_size= 256
[2019-01-23 00:12:29] epochs= 20
[2019-01-23 00:12:29] learning_rate= 0.001
[2019-01-23 00:12:29] ==============================
[2019-01-23 00:12:29] [Test] Beginning with test with 29 batches
[2019-01-23 00:12:33] [Test] Test finished, loss: 3.2200, acc: 0.0229, time: 4.68s
[2019-01-23 00:12:38] [Train] Epoch 1, 10% 	 loss: 3.2035, acc: 0.0625, time: 4.15s
[2019-01-23 00:12:38] [Train] Epoch 1, 20% 	 loss: 3.1645, acc: 0.0742, time: 0.44s
[2019-01-23 00:12:38] [Train] Epoch 1, 30% 	 loss: 3.0844, acc: 0.1094, time: 0.44s
[2019-01-23 00:12:39] [Train] Epoch 1, 40% 	 loss: 2.7939, acc: 0.1367, time: 0.44s
[2019-01-23 00:12:39] [Train] Epoch 1, 50% 	 loss: 2.5004, acc: 0.2305, time: 0.44s
[2019-01-23 00:12:40] [Train] Epoch 1, 61% 	 loss: 2.1496, acc: 0.3555, time: 0.44s
[2019-01-23 00:12:40] [Train] Epoch 1, 71% 	 loss: 1.8825, acc: 0.3828, time: 0.44s
[2019-01-23 00:12:41] [Train] Epoch 1, 81% 	 loss: 1.9323, acc: 0.3906, time: 0.44s
[2019-01-23 00:12:41] [Train] Epoch 1, 91% 	 loss: 1.6328, acc: 0.4805, time: 0.44s
[2019-01-23 00:12:42] [Test] Beginning with test with 29 batches
[2019-01-23 00:12:46] [Test] Test finished, loss: 0.8292, acc: 0.8076, time: 4.04s
[2019-01-23 00:12:50] [Train] Epoch 2, 10% 	 loss: 1.2175, acc: 0.5820, time: 4.38s
[2019-01-23 00:12:50] [Train] Epoch 2, 20% 	 loss: 1.3457, acc: 0.5508, time: 0.44s
[2019-01-23 00:12:51] [Train] Epoch 2, 30% 	 loss: 1.0161, acc: 0.7031, time: 0.45s
[2019-01-23 00:12:51] [Train] Epoch 2, 40% 	 loss: 0.9996, acc: 0.7070, time: 0.45s
[2019-01-23 00:12:52] [Train] Epoch 2, 50% 	 loss: 0.9269, acc: 0.6992, time: 0.45s
[2019-01-23 00:12:52] [Train] Epoch 2, 61% 	 loss: 0.8095, acc: 0.7383, time: 0.44s
[2019-01-23 00:12:53] [Train] Epoch 2, 71% 	 loss: 0.7262, acc: 0.7461, time: 0.44s
[2019-01-23 00:12:53] [Train] Epoch 2, 81% 	 loss: 0.6709, acc: 0.7383, time: 0.44s
[2019-01-23 00:12:54] [Train] Epoch 2, 91% 	 loss: 0.7346, acc: 0.7227, time: 0.44s
[2019-01-23 00:12:54] [Test] Beginning with test with 29 batches
[2019-01-23 00:12:58] [Test] Test finished, loss: 0.2030, acc: 0.9453, time: 3.89s
[2019-01-23 00:13:02] [Train] Epoch 3, 10% 	 loss: 0.5785, acc: 0.7930, time: 4.12s
[2019-01-23 00:13:03] [Train] Epoch 3, 20% 	 loss: 0.5129, acc: 0.8086, time: 0.44s
[2019-01-23 00:13:03] [Train] Epoch 3, 30% 	 loss: 0.5513, acc: 0.8008, time: 0.44s
[2019-01-23 00:13:03] [Train] Epoch 3, 40% 	 loss: 0.3801, acc: 0.8828, time: 0.44s
