[2019-01-22 20:53:24] Loading data from data\sign_mnist_train.npy ...
[2019-01-22 20:53:24] Loading data from data\sign_mnist_test.npy ...
[2019-01-22 20:53:24] Generating model graph visualization at results\20190122-205324\model ...
[2019-01-22 20:53:25] Using CUDA!
[2019-01-22 20:53:26] Training model...
[2019-01-22 20:53:26] ===== HYPERPARAMETERS =====
[2019-01-22 20:53:26] batch_size= 256
[2019-01-22 20:53:26] epochs= 20
[2019-01-22 20:53:26] learning_rate= 0.001
[2019-01-22 20:53:26] ==============================
[2019-01-22 20:53:26] [Test] Beginning with test with 29 batches
[2019-01-22 20:53:31] [Test] Test finished, loss: 3.2183, acc: 0.0485, time: 4.93s
[2019-01-22 20:53:35] [Train] Epoch 1, 10% 	 loss: 3.2282, acc: 0.0391, time: 4.26s
[2019-01-22 20:53:36] [Train] Epoch 1, 20% 	 loss: 3.1934, acc: 0.0586, time: 0.44s
[2019-01-22 20:53:36] [Train] Epoch 1, 30% 	 loss: 3.1473, acc: 0.0859, time: 0.44s
[2019-01-22 20:53:36] [Train] Epoch 1, 40% 	 loss: 2.9627, acc: 0.1562, time: 0.44s
[2019-01-22 20:53:37] [Train] Epoch 1, 50% 	 loss: 2.6726, acc: 0.2031, time: 0.45s
[2019-01-22 20:53:37] [Train] Epoch 1, 61% 	 loss: 2.4183, acc: 0.2695, time: 0.44s
[2019-01-22 20:53:38] [Train] Epoch 1, 71% 	 loss: 2.0734, acc: 0.3750, time: 0.44s
[2019-01-22 20:53:38] [Train] Epoch 1, 81% 	 loss: 1.8604, acc: 0.4336, time: 0.44s
[2019-01-22 20:53:39] [Train] Epoch 1, 91% 	 loss: 1.7232, acc: 0.4219, time: 0.44s
[2019-01-22 20:53:39] [Test] Beginning with test with 29 batches
[2019-01-22 20:53:43] [Test] Test finished, loss: 0.9910, acc: 0.7179, time: 3.83s
[2019-01-22 20:53:47] [Train] Epoch 2, 10% 	 loss: 1.4294, acc: 0.5547, time: 4.15s
[2019-01-22 20:53:48] [Train] Epoch 2, 20% 	 loss: 1.3538, acc: 0.5391, time: 0.44s
[2019-01-22 20:53:48] [Train] Epoch 2, 30% 	 loss: 1.1245, acc: 0.6055, time: 0.44s
[2019-01-22 20:53:49] [Train] Epoch 2, 40% 	 loss: 1.1240, acc: 0.6250, time: 0.45s
[2019-01-22 20:53:49] [Train] Epoch 2, 50% 	 loss: 0.9508, acc: 0.6406, time: 0.44s
[2019-01-22 20:53:49] [Train] Epoch 2, 61% 	 loss: 0.9653, acc: 0.6758, time: 0.44s
[2019-01-22 20:53:50] [Train] Epoch 2, 71% 	 loss: 0.8793, acc: 0.6992, time: 0.45s
[2019-01-22 20:53:50] [Train] Epoch 2, 81% 	 loss: 0.8424, acc: 0.7070, time: 0.44s
[2019-01-22 20:53:51] [Train] Epoch 2, 91% 	 loss: 0.7100, acc: 0.7422, time: 0.45s
[2019-01-22 20:53:51] [Test] Beginning with test with 29 batches
[2019-01-22 20:53:55] [Test] Test finished, loss: 0.2736, acc: 0.9094, time: 3.91s
[2019-01-22 20:53:59] [Train] Epoch 3, 10% 	 loss: 0.6556, acc: 0.7656, time: 4.20s
[2019-01-22 20:54:00] [Train] Epoch 3, 20% 	 loss: 0.4953, acc: 0.8320, time: 0.45s
[2019-01-22 20:54:00] [Train] Epoch 3, 30% 	 loss: 0.4882, acc: 0.8242, time: 0.44s
[2019-01-22 20:54:01] [Train] Epoch 3, 40% 	 loss: 0.5232, acc: 0.8320, time: 0.44s
[2019-01-22 20:54:01] [Train] Epoch 3, 50% 	 loss: 0.4780, acc: 0.8281, time: 0.45s
[2019-01-22 20:54:02] [Train] Epoch 3, 61% 	 loss: 0.5555, acc: 0.7891, time: 0.45s
[2019-01-22 20:54:02] [Train] Epoch 3, 71% 	 loss: 0.4444, acc: 0.8398, time: 0.45s
[2019-01-22 20:54:03] [Train] Epoch 3, 81% 	 loss: 0.4001, acc: 0.8594, time: 0.45s
[2019-01-22 20:54:03] [Train] Epoch 3, 91% 	 loss: 0.4494, acc: 0.8164, time: 0.46s
[2019-01-22 20:54:04] [Test] Beginning with test with 29 batches
[2019-01-22 20:54:08] [Test] Test finished, loss: 0.1160, acc: 0.9660, time: 4.18s
[2019-01-22 20:54:12] [Train] Epoch 4, 10% 	 loss: 0.3541, acc: 0.8672, time: 4.31s
[2019-01-22 20:54:12] [Train] Epoch 4, 20% 	 loss: 0.2883, acc: 0.8906, time: 0.44s
[2019-01-22 20:54:13] [Train] Epoch 4, 30% 	 loss: 0.3277, acc: 0.8828, time: 0.44s
[2019-01-22 20:54:13] [Train] Epoch 4, 40% 	 loss: 0.2882, acc: 0.9180, time: 0.44s
[2019-01-22 20:54:14] [Train] Epoch 4, 50% 	 loss: 0.2802, acc: 0.8984, time: 0.45s
[2019-01-22 20:54:14] [Train] Epoch 4, 61% 	 loss: 0.3305, acc: 0.8789, time: 0.44s
[2019-01-22 20:54:15] [Train] Epoch 4, 71% 	 loss: 0.2331, acc: 0.8945, time: 0.45s
[2019-01-22 20:54:15] [Train] Epoch 4, 81% 	 loss: 0.2860, acc: 0.9062, time: 0.45s
[2019-01-22 20:54:16] [Train] Epoch 4, 91% 	 loss: 0.2750, acc: 0.9023, time: 0.44s
[2019-01-22 20:54:16] [Test] Beginning with test with 29 batches
[2019-01-22 20:54:20] [Test] Test finished, loss: 0.0608, acc: 0.9813, time: 3.93s
[2019-01-22 20:54:24] [Train] Epoch 5, 10% 	 loss: 0.1979, acc: 0.9375, time: 4.12s
[2019-01-22 20:54:25] [Train] Epoch 5, 20% 	 loss: 0.2735, acc: 0.9102, time: 0.44s
[2019-01-22 20:54:25] [Train] Epoch 5, 30% 	 loss: 0.2062, acc: 0.9414, time: 0.44s
[2019-01-22 20:54:26] [Train] Epoch 5, 40% 	 loss: 0.1704, acc: 0.9570, time: 0.45s
[2019-01-22 20:54:26] [Train] Epoch 5, 50% 	 loss: 0.2404, acc: 0.9141, time: 0.45s
[2019-01-22 20:54:26] [Train] Epoch 5, 61% 	 loss: 0.2325, acc: 0.8984, time: 0.44s
[2019-01-22 20:54:27] [Train] Epoch 5, 71% 	 loss: 0.2033, acc: 0.9258, time: 0.46s
[2019-01-22 20:54:27] [Train] Epoch 5, 81% 	 loss: 0.1588, acc: 0.9453, time: 0.45s
[2019-01-22 20:54:28] [Train] Epoch 5, 91% 	 loss: 0.1703, acc: 0.9453, time: 0.45s
[2019-01-22 20:54:28] [Test] Beginning with test with 29 batches
[2019-01-22 20:54:32] [Test] Test finished, loss: 0.0454, acc: 0.9877, time: 3.96s
[2019-01-22 20:54:36] [Train] Epoch 6, 10% 	 loss: 0.1687, acc: 0.9414, time: 4.13s
[2019-01-22 20:54:37] [Train] Epoch 6, 20% 	 loss: 0.2165, acc: 0.9180, time: 0.45s
