[2019-01-27 16:48:05] Generating model graph visualization at results/20190127-164805/model ...
[2019-01-27 16:48:06] Not using CUDA!
[2019-01-27 16:48:06] Loading data from data/sign_mnist_train.npy ...
[2019-01-27 16:48:06] Loading data from data/sign_mnist_test.npy ...
[2019-01-27 16:48:06] Training model...
[2019-01-27 16:48:06] ===== HYPERPARAMETERS =====
[2019-01-27 16:48:06] batch_size= 512
[2019-01-27 16:48:06] epochs= 20
[2019-01-27 16:48:06] learning_rate= 0.001
[2019-01-27 16:48:06] ==============================
[2019-01-27 16:48:06] [Test] Beginning with test with 15 batches
[2019-01-27 16:48:11] [Test] Test finished, loss: 3.2289, acc: 0.0379, time: 4.43s
[2019-01-27 16:48:14] [Train] Epoch 1, 11% 	 loss: 3.1657, acc: 0.0352, time: 2.70s
[2019-01-27 16:48:16] [Train] Epoch 1, 22% 	 loss: 3.0655, acc: 0.1445, time: 2.31s
[2019-01-27 16:48:18] [Train] Epoch 1, 33% 	 loss: 2.9307, acc: 0.2012, time: 2.31s
[2019-01-27 16:48:20] [Train] Epoch 1, 44% 	 loss: 2.7554, acc: 0.2676, time: 2.29s
[2019-01-27 16:48:23] [Train] Epoch 1, 55% 	 loss: 2.5909, acc: 0.3320, time: 2.33s
[2019-01-27 16:48:25] [Train] Epoch 1, 66% 	 loss: 2.3586, acc: 0.4277, time: 2.28s
[2019-01-27 16:48:27] [Train] Epoch 1, 77% 	 loss: 2.1756, acc: 0.4082, time: 2.31s
[2019-01-27 16:48:30] [Train] Epoch 1, 88% 	 loss: 2.0266, acc: 0.4824, time: 2.20s
[2019-01-27 16:48:32] [Train] Epoch 1, 100% 	 loss: 1.8839, acc: 0.4671, time: 2.04s
[2019-01-27 16:48:32] [Test] Beginning with test with 15 batches
[2019-01-27 16:48:36] [Test] Test finished, loss: 1.9554, acc: 0.4400, time: 4.23s
[2019-01-27 16:48:39] [Train] Epoch 2, 11% 	 loss: 1.7494, acc: 0.5430, time: 2.78s
[2019-01-27 16:48:41] [Train] Epoch 2, 22% 	 loss: 1.6535, acc: 0.5605, time: 2.27s
[2019-01-27 16:48:43] [Train] Epoch 2, 33% 	 loss: 1.5851, acc: 0.5664, time: 2.29s
[2019-01-27 16:48:46] [Train] Epoch 2, 44% 	 loss: 1.4955, acc: 0.5801, time: 2.28s
[2019-01-27 16:48:48] [Train] Epoch 2, 55% 	 loss: 1.4435, acc: 0.5645, time: 2.30s
[2019-01-27 16:48:50] [Train] Epoch 2, 66% 	 loss: 1.3587, acc: 0.6270, time: 2.20s
[2019-01-27 16:48:52] [Train] Epoch 2, 77% 	 loss: 1.2616, acc: 0.6270, time: 2.41s
