[2019-01-22 18:21:23] Loading data from data\sign_mnist_train.npy ...
[2019-01-22 18:21:23] Loading data from data\sign_mnist_test.npy ...
[2019-01-22 18:21:23] Generating model graph visualization at results\20190122-182123\model ...
[2019-01-22 18:21:23] Using CUDA!
[2019-01-22 18:21:25] Training model...
[2019-01-22 18:21:25] ===== HYPERPARAMETERS =====
[2019-01-22 18:21:25] batch_size= 256
[2019-01-22 18:21:25] epochs= 20
[2019-01-22 18:21:25] learning_rate= 0.001
[2019-01-22 18:21:25] ==============================
[2019-01-22 18:21:25] [Test] Beginning with test with 29 batches
[2019-01-22 18:21:29] [Test] Test finished, loss: 3.2192, acc: 0.0462, time: 4.65s
[2019-01-22 18:21:34] [Train] Epoch 1, 10% 	 loss: 3.2186, acc: 0.0469, time: 4.27s
[2019-01-22 18:21:34] [Train] Epoch 1, 20% 	 loss: 3.2215, acc: 0.0391, time: 0.44s
[2019-01-22 18:21:34] [Train] Epoch 1, 30% 	 loss: 3.1656, acc: 0.0781, time: 0.45s
[2019-01-22 18:21:35] [Train] Epoch 1, 40% 	 loss: 3.0719, acc: 0.1016, time: 0.44s
[2019-01-22 18:21:35] [Train] Epoch 1, 50% 	 loss: 3.0053, acc: 0.1211, time: 0.45s
[2019-01-22 18:21:36] [Train] Epoch 1, 61% 	 loss: 2.7581, acc: 0.1562, time: 0.45s
[2019-01-22 18:21:36] [Train] Epoch 1, 71% 	 loss: 2.4378, acc: 0.2539, time: 0.44s
[2019-01-22 18:21:37] [Train] Epoch 1, 81% 	 loss: 2.3420, acc: 0.3203, time: 0.43s
[2019-01-22 18:21:37] [Train] Epoch 1, 91% 	 loss: 2.0577, acc: 0.3359, time: 0.44s
[2019-01-22 18:21:38] [Test] Beginning with test with 29 batches
[2019-01-22 18:21:42] [Test] Test finished, loss: 1.3304, acc: 0.6900, time: 3.90s
[2019-01-22 18:21:46] [Train] Epoch 2, 10% 	 loss: 1.7164, acc: 0.4219, time: 4.07s
[2019-01-22 18:21:46] [Train] Epoch 2, 20% 	 loss: 1.5571, acc: 0.5078, time: 0.43s
[2019-01-22 18:21:46] [Train] Epoch 2, 30% 	 loss: 1.4412, acc: 0.5352, time: 0.43s
[2019-01-22 18:21:47] [Train] Epoch 2, 40% 	 loss: 1.3316, acc: 0.5039, time: 0.43s
[2019-01-22 18:21:47] [Train] Epoch 2, 50% 	 loss: 1.3636, acc: 0.5430, time: 0.43s
[2019-01-22 18:21:48] [Train] Epoch 2, 61% 	 loss: 1.3611, acc: 0.5391, time: 0.43s
[2019-01-22 18:21:48] [Train] Epoch 2, 71% 	 loss: 1.2227, acc: 0.5469, time: 0.44s
[2019-01-22 18:21:49] [Train] Epoch 2, 81% 	 loss: 1.2083, acc: 0.5547, time: 0.43s
[2019-01-22 18:21:49] [Train] Epoch 2, 91% 	 loss: 1.1610, acc: 0.5820, time: 0.43s
[2019-01-22 18:21:50] [Test] Beginning with test with 29 batches
[2019-01-22 18:21:53] [Test] Test finished, loss: 0.3753, acc: 0.8995, time: 3.77s
[2019-01-22 18:21:57] [Train] Epoch 3, 10% 	 loss: 0.9419, acc: 0.6680, time: 4.08s
[2019-01-22 18:21:58] [Train] Epoch 3, 20% 	 loss: 0.8450, acc: 0.7109, time: 0.43s
[2019-01-22 18:21:58] [Train] Epoch 3, 30% 	 loss: 0.8069, acc: 0.7227, time: 0.43s
[2019-01-22 18:21:59] [Train] Epoch 3, 40% 	 loss: 0.6878, acc: 0.7695, time: 0.43s
[2019-01-22 18:21:59] [Train] Epoch 3, 50% 	 loss: 0.7374, acc: 0.7500, time: 0.44s
[2019-01-22 18:22:00] [Train] Epoch 3, 61% 	 loss: 0.6314, acc: 0.7852, time: 0.44s
[2019-01-22 18:22:00] [Train] Epoch 3, 71% 	 loss: 0.6753, acc: 0.7344, time: 0.43s
[2019-01-22 18:22:01] [Train] Epoch 3, 81% 	 loss: 0.6182, acc: 0.7812, time: 0.44s
[2019-01-22 18:22:01] [Train] Epoch 3, 91% 	 loss: 0.5959, acc: 0.7734, time: 0.43s
[2019-01-22 18:22:02] [Test] Beginning with test with 29 batches
[2019-01-22 18:22:05] [Test] Test finished, loss: 0.1178, acc: 0.9816, time: 3.85s
[2019-01-22 18:22:10] [Train] Epoch 4, 10% 	 loss: 0.4843, acc: 0.8125, time: 4.17s
[2019-01-22 18:22:10] [Train] Epoch 4, 20% 	 loss: 0.5018, acc: 0.8047, time: 0.44s
[2019-01-22 18:22:10] [Train] Epoch 4, 30% 	 loss: 0.4775, acc: 0.8047, time: 0.43s
[2019-01-22 18:22:11] [Train] Epoch 4, 40% 	 loss: 0.4494, acc: 0.8242, time: 0.43s
[2019-01-22 18:22:11] [Train] Epoch 4, 50% 	 loss: 0.5252, acc: 0.8125, time: 0.43s
