[2019-01-22 20:46:40] Loading data from data\sign_mnist_train.npy ...
[2019-01-22 20:46:40] Loading data from data\sign_mnist_test.npy ...
[2019-01-22 20:46:40] Generating model graph visualization at results\20190122-204640\model ...
[2019-01-22 20:46:40] Using CUDA!
[2019-01-22 20:46:41] Training model...
[2019-01-22 20:46:41] ===== HYPERPARAMETERS =====
[2019-01-22 20:46:41] batch_size= 256
[2019-01-22 20:46:41] epochs= 20
[2019-01-22 20:46:41] learning_rate= 0.001
[2019-01-22 20:46:41] ==============================
[2019-01-22 20:46:41] [Test] Beginning with test with 29 batches
[2019-01-22 20:46:46] [Test] Test finished, loss: 3.2184, acc: 0.0432, time: 4.56s
[2019-01-22 20:46:50] [Train] Epoch 1, 10% 	 loss: 3.1202, acc: 0.0859, time: 4.07s
[2019-01-22 20:46:50] [Train] Epoch 1, 20% 	 loss: 2.5294, acc: 0.2422, time: 0.43s
[2019-01-22 20:46:51] [Train] Epoch 1, 30% 	 loss: 1.8310, acc: 0.4062, time: 0.42s
[2019-01-22 20:46:51] [Train] Epoch 1, 40% 	 loss: 1.1120, acc: 0.6172, time: 0.42s
[2019-01-22 20:46:52] [Train] Epoch 1, 50% 	 loss: 0.8051, acc: 0.7500, time: 0.43s
[2019-01-22 20:46:52] [Train] Epoch 1, 61% 	 loss: 0.5090, acc: 0.8359, time: 0.43s
[2019-01-22 20:46:53] [Train] Epoch 1, 71% 	 loss: 0.3569, acc: 0.8828, time: 0.42s
[2019-01-22 20:46:53] [Train] Epoch 1, 81% 	 loss: 0.3052, acc: 0.8789, time: 0.42s
[2019-01-22 20:46:53] [Train] Epoch 1, 91% 	 loss: 0.1247, acc: 0.9688, time: 0.43s
[2019-01-22 20:46:54] [Test] Beginning with test with 29 batches
[2019-01-22 20:46:58] [Test] Test finished, loss: 0.2385, acc: 0.9207, time: 3.79s
[2019-01-22 20:47:02] [Train] Epoch 2, 10% 	 loss: 0.0971, acc: 0.9570, time: 4.18s
[2019-01-22 20:47:02] [Train] Epoch 2, 20% 	 loss: 0.0975, acc: 0.9688, time: 0.43s
[2019-01-22 20:47:03] [Train] Epoch 2, 30% 	 loss: 0.0607, acc: 0.9805, time: 0.43s
[2019-01-22 20:47:03] [Train] Epoch 2, 40% 	 loss: 0.0491, acc: 0.9883, time: 0.43s
[2019-01-22 20:47:04] [Train] Epoch 2, 50% 	 loss: 0.0320, acc: 0.9961, time: 0.43s
[2019-01-22 20:47:04] [Train] Epoch 2, 61% 	 loss: 0.0392, acc: 0.9844, time: 0.43s
[2019-01-22 20:47:05] [Train] Epoch 2, 71% 	 loss: 0.0147, acc: 0.9961, time: 0.43s
[2019-01-22 20:47:05] [Train] Epoch 2, 81% 	 loss: 0.0232, acc: 0.9883, time: 0.44s
[2019-01-22 20:47:05] [Train] Epoch 2, 91% 	 loss: 0.0187, acc: 0.9961, time: 0.43s
[2019-01-22 20:47:06] [Test] Beginning with test with 29 batches
[2019-01-22 20:47:10] [Test] Test finished, loss: 0.1553, acc: 0.9442, time: 3.90s
[2019-01-22 20:47:14] [Train] Epoch 3, 10% 	 loss: 0.0135, acc: 0.9961, time: 4.08s
[2019-01-22 20:47:14] [Train] Epoch 3, 20% 	 loss: 0.0150, acc: 0.9961, time: 0.43s
[2019-01-22 20:47:15] [Train] Epoch 3, 30% 	 loss: 0.0115, acc: 1.0000, time: 0.43s
[2019-01-22 20:47:15] [Train] Epoch 3, 40% 	 loss: 0.0070, acc: 1.0000, time: 0.43s
[2019-01-22 20:47:16] [Train] Epoch 3, 50% 	 loss: 0.0038, acc: 1.0000, time: 0.44s
[2019-01-22 20:47:16] [Train] Epoch 3, 61% 	 loss: 0.0062, acc: 1.0000, time: 0.43s
[2019-01-22 20:47:17] [Train] Epoch 3, 71% 	 loss: 0.0176, acc: 0.9922, time: 0.43s
[2019-01-22 20:47:17] [Train] Epoch 3, 81% 	 loss: 0.0108, acc: 0.9961, time: 0.44s
[2019-01-22 20:47:17] [Train] Epoch 3, 91% 	 loss: 0.0071, acc: 1.0000, time: 0.43s
[2019-01-22 20:47:18] [Test] Beginning with test with 29 batches
[2019-01-22 20:47:22] [Test] Test finished, loss: 0.1728, acc: 0.9474, time: 3.79s
[2019-01-22 20:47:26] [Train] Epoch 4, 10% 	 loss: 0.0222, acc: 0.9922, time: 4.08s
[2019-01-22 20:47:26] [Train] Epoch 4, 20% 	 loss: 0.0129, acc: 0.9922, time: 0.42s
[2019-01-22 20:47:27] [Train] Epoch 4, 30% 	 loss: 0.0195, acc: 0.9922, time: 0.44s
