Loading data from data\sign_mnist_train.npy ...
Loading data from data\sign_mnist_test.npy ...
Generating model graph visualization at results\20181219-084436\model ...

(dot.exe:2188): Pango-WARNING **: couldn't load font "Times Not-Rotated 10", falling back to "Sans Not-Rotated 10", expect ugly output.
Using CUDA!
===== HYPERPARAMETERS =====
batch_size= 256
epochs= 10
learning_rate= 0.001
==============================
[Test] Beginning with test with 29 batches
[Test] Test finished, loss: 3.22, acc: 0.05, time: 4.30s
[Train] Epoch 1, 10% 	 loss: 3.23, acc: 0.03, time: 3.84s
[Train] Epoch 1, 20% 	 loss: 3.21, acc: 0.02, time: 0.43s
[Train] Epoch 1, 30% 	 loss: 3.15, acc: 0.10, time: 0.43s
[Train] Epoch 1, 40% 	 loss: 3.04, acc: 0.11, time: 0.43s
[Train] Epoch 1, 50% 	 loss: 2.92, acc: 0.14, time: 0.43s
[Train] Epoch 1, 61% 	 loss: 2.55, acc: 0.23, time: 0.43s
[Train] Epoch 1, 71% 	 loss: 2.40, acc: 0.27, time: 0.43s
[Train] Epoch 1, 81% 	 loss: 2.15, acc: 0.32, time: 0.43s
[Train] Epoch 1, 91% 	 loss: 2.03, acc: 0.39, time: 0.43s
[Test] Beginning with test with 29 batches
[Test] Test finished, loss: 1.14, acc: 0.71, time: 3.52s
[Train] Epoch 2, 10% 	 loss: 1.53, acc: 0.53, time: 3.83s
[Train] Epoch 2, 20% 	 loss: 1.46, acc: 0.50, time: 0.43s
[Train] Epoch 2, 30% 	 loss: 1.21, acc: 0.60, time: 0.43s
[Train] Epoch 2, 40% 	 loss: 1.22, acc: 0.59, time: 0.43s
[Train] Epoch 2, 50% 	 loss: 1.12, acc: 0.62, time: 0.43s
[Train] Epoch 2, 61% 	 loss: 1.08, acc: 0.63, time: 0.43s
[Train] Epoch 2, 71% 	 loss: 0.87, acc: 0.70, time: 0.43s
[Train] Epoch 2, 81% 	 loss: 0.68, acc: 0.77, time: 0.43s
[Train] Epoch 2, 91% 	 loss: 0.73, acc: 0.73, time: 0.43s
[Test] Beginning with test with 29 batches
[Test] Test finished, loss: 0.28, acc: 0.91, time: 3.55s
[Train] Epoch 3, 10% 	 loss: 0.64, acc: 0.77, time: 3.92s
[Train] Epoch 3, 20% 	 loss: 0.66, acc: 0.79, time: 0.43s
[Train] Epoch 3, 30% 	 loss: 0.57, acc: 0.80, time: 0.43s
