[2019-01-23 01:31:11] Loading data from data\sign_mnist_train.npy ...
[2019-01-23 01:31:11] Loading data from data\sign_mnist_test.npy ...
[2019-01-23 01:31:11] Generating model graph visualization at results\20190123-013111\model ...
[2019-01-23 01:31:11] Using CUDA!
[2019-01-23 01:31:13] Training model...
[2019-01-23 01:31:13] ===== HYPERPARAMETERS =====
[2019-01-23 01:31:13] batch_size= 512
[2019-01-23 01:31:13] epochs= 20
[2019-01-23 01:31:13] learning_rate= 0.001
[2019-01-23 01:31:13] ==============================
[2019-01-23 01:31:13] [Test] Beginning with test with 15 batches
[2019-01-23 01:31:17] [Test] Test finished, loss: 3.2243, acc: 0.0432, time: 4.61s
[2019-01-23 01:31:22] [Train] Epoch 1, 11% 	 loss: 3.2288, acc: 0.0449, time: 4.10s
[2019-01-23 01:31:22] [Train] Epoch 1, 22% 	 loss: 3.2046, acc: 0.0508, time: 0.45s
[2019-01-23 01:31:22] [Train] Epoch 1, 33% 	 loss: 3.1615, acc: 0.0566, time: 0.44s
[2019-01-23 01:31:23] [Train] Epoch 1, 44% 	 loss: 3.0961, acc: 0.0801, time: 0.44s
[2019-01-23 01:31:23] [Train] Epoch 1, 55% 	 loss: 3.0385, acc: 0.1074, time: 0.45s
[2019-01-23 01:31:24] [Train] Epoch 1, 66% 	 loss: 2.7059, acc: 0.2109, time: 0.45s
[2019-01-23 01:31:24] [Train] Epoch 1, 77% 	 loss: 2.6015, acc: 0.1875, time: 0.44s
[2019-01-23 01:31:25] [Train] Epoch 1, 88% 	 loss: 2.5485, acc: 0.2207, time: 0.45s
[2019-01-23 01:31:25] [Train] Epoch 1, 100% 	 loss: 2.2960, acc: 0.2884, time: 0.42s
[2019-01-23 01:31:25] [Test] Beginning with test with 15 batches
[2019-01-23 01:31:29] [Test] Test finished, loss: 1.6731, acc: 0.5908, time: 3.77s
[2019-01-23 01:31:33] [Train] Epoch 2, 11% 	 loss: 2.0380, acc: 0.3691, time: 4.09s
[2019-01-23 01:31:34] [Train] Epoch 2, 22% 	 loss: 1.9404, acc: 0.3945, time: 0.44s
[2019-01-23 01:31:34] [Train] Epoch 2, 33% 	 loss: 1.8166, acc: 0.4590, time: 0.44s
[2019-01-23 01:31:35] [Train] Epoch 2, 44% 	 loss: 1.5394, acc: 0.5020, time: 0.45s
[2019-01-23 01:31:35] [Train] Epoch 2, 55% 	 loss: 1.5876, acc: 0.5020, time: 0.44s
[2019-01-23 01:31:35] [Train] Epoch 2, 66% 	 loss: 1.4175, acc: 0.5215, time: 0.44s
[2019-01-23 01:31:36] [Train] Epoch 2, 77% 	 loss: 1.3498, acc: 0.5625, time: 0.44s
[2019-01-23 01:31:36] [Train] Epoch 2, 88% 	 loss: 1.2448, acc: 0.5801, time: 0.45s
[2019-01-23 01:31:37] [Train] Epoch 2, 100% 	 loss: 0.9695, acc: 0.6489, time: 0.43s
[2019-01-23 01:31:37] [Test] Beginning with test with 15 batches
[2019-01-23 01:31:41] [Test] Test finished, loss: 0.5165, acc: 0.8568, time: 3.80s
[2019-01-23 01:31:45] [Train] Epoch 3, 11% 	 loss: 0.9963, acc: 0.6582, time: 4.08s
[2019-01-23 01:31:45] [Train] Epoch 3, 22% 	 loss: 0.9018, acc: 0.6953, time: 0.46s
[2019-01-23 01:31:46] [Train] Epoch 3, 33% 	 loss: 0.8481, acc: 0.7051, time: 0.45s
[2019-01-23 01:31:46] [Train] Epoch 3, 44% 	 loss: 0.8345, acc: 0.7148, time: 0.45s
[2019-01-23 01:31:47] [Train] Epoch 3, 55% 	 loss: 0.7159, acc: 0.7500, time: 0.46s
[2019-01-23 01:31:47] [Train] Epoch 3, 66% 	 loss: 0.7128, acc: 0.7598, time: 0.45s
[2019-01-23 01:31:48] [Train] Epoch 3, 77% 	 loss: 0.6340, acc: 0.7773, time: 0.45s
[2019-01-23 01:31:48] [Train] Epoch 3, 88% 	 loss: 0.6110, acc: 0.7793, time: 0.45s
[2019-01-23 01:31:48] [Train] Epoch 3, 100% 	 loss: 0.5531, acc: 0.8433, time: 0.42s
[2019-01-23 01:31:49] [Test] Beginning with test with 15 batches
[2019-01-23 01:31:53] [Test] Test finished, loss: 0.2278, acc: 0.9190, time: 3.83s
[2019-01-23 01:31:57] [Train] Epoch 4, 11% 	 loss: 0.5633, acc: 0.8125, time: 4.12s
[2019-01-23 01:31:57] [Train] Epoch 4, 22% 	 loss: 0.5519, acc: 0.8184, time: 0.45s
[2019-01-23 01:31:58] [Train] Epoch 4, 33% 	 loss: 0.4948, acc: 0.8301, time: 0.44s
[2019-01-23 01:31:58] [Train] Epoch 4, 44% 	 loss: 0.4293, acc: 0.8477, time: 0.44s
[2019-01-23 01:31:58] [Train] Epoch 4, 55% 	 loss: 0.4752, acc: 0.8379, time: 0.45s
[2019-01-23 01:31:59] [Train] Epoch 4, 66% 	 loss: 0.5001, acc: 0.8262, time: 0.45s
[2019-01-23 01:31:59] [Train] Epoch 4, 77% 	 loss: 0.3924, acc: 0.8477, time: 0.45s
[2019-01-23 01:32:00] [Train] Epoch 4, 88% 	 loss: 0.3766, acc: 0.8691, time: 0.45s
[2019-01-23 01:32:00] [Train] Epoch 4, 100% 	 loss: 0.4261, acc: 0.8715, time: 0.42s
[2019-01-23 01:32:00] [Test] Beginning with test with 15 batches
[2019-01-23 01:32:04] [Test] Test finished, loss: 0.0885, acc: 0.9766, time: 3.84s
[2019-01-23 01:32:08] [Train] Epoch 5, 11% 	 loss: 0.3174, acc: 0.8926, time: 4.09s
[2019-01-23 01:32:09] [Train] Epoch 5, 22% 	 loss: 0.3603, acc: 0.8672, time: 0.44s
[2019-01-23 01:32:09] [Train] Epoch 5, 33% 	 loss: 0.3684, acc: 0.8594, time: 0.45s
[2019-01-23 01:32:10] [Train] Epoch 5, 44% 	 loss: 0.2575, acc: 0.9062, time: 0.45s
[2019-01-23 01:32:10] [Train] Epoch 5, 55% 	 loss: 0.2946, acc: 0.8906, time: 0.45s
[2019-01-23 01:32:11] [Train] Epoch 5, 66% 	 loss: 0.2919, acc: 0.9141, time: 0.45s
[2019-01-23 01:32:11] [Train] Epoch 5, 77% 	 loss: 0.2940, acc: 0.8926, time: 0.45s
[2019-01-23 01:32:11] [Train] Epoch 5, 88% 	 loss: 0.2575, acc: 0.9141, time: 0.45s
[2019-01-23 01:32:12] [Train] Epoch 5, 100% 	 loss: 0.2548, acc: 0.9028, time: 0.43s
[2019-01-23 01:32:12] [Test] Beginning with test with 15 batches
[2019-01-23 01:32:16] [Test] Test finished, loss: 0.0637, acc: 0.9833, time: 3.82s
[2019-01-23 01:32:20] [Train] Epoch 6, 11% 	 loss: 0.2383, acc: 0.9199, time: 4.12s
[2019-01-23 01:32:21] [Train] Epoch 6, 22% 	 loss: 0.2541, acc: 0.9102, time: 0.45s
[2019-01-23 01:32:21] [Train] Epoch 6, 33% 	 loss: 0.2193, acc: 0.9180, time: 0.45s
[2019-01-23 01:32:21] [Train] Epoch 6, 44% 	 loss: 0.2294, acc: 0.9180, time: 0.45s
[2019-01-23 01:32:22] [Train] Epoch 6, 55% 	 loss: 0.1600, acc: 0.9492, time: 0.46s
[2019-01-23 01:32:22] [Train] Epoch 6, 66% 	 loss: 0.2193, acc: 0.9160, time: 0.44s
[2019-01-23 01:32:23] [Train] Epoch 6, 77% 	 loss: 0.2000, acc: 0.9316, time: 0.45s
[2019-01-23 01:32:23] [Train] Epoch 6, 88% 	 loss: 0.1738, acc: 0.9570, time: 0.46s
[2019-01-23 01:32:24] [Train] Epoch 6, 100% 	 loss: 0.2140, acc: 0.9279, time: 0.43s
[2019-01-23 01:32:24] [Test] Beginning with test with 15 batches
[2019-01-23 01:32:28] [Test] Test finished, loss: 0.0536, acc: 0.9808, time: 3.86s
[2019-01-23 01:32:32] [Train] Epoch 7, 11% 	 loss: 0.1923, acc: 0.9297, time: 4.14s
[2019-01-23 01:32:32] [Train] Epoch 7, 22% 	 loss: 0.1892, acc: 0.9414, time: 0.45s
[2019-01-23 01:32:33] [Train] Epoch 7, 33% 	 loss: 0.1831, acc: 0.9316, time: 0.44s
[2019-01-23 01:32:33] [Train] Epoch 7, 44% 	 loss: 0.1453, acc: 0.9551, time: 0.45s
[2019-01-23 01:32:34] [Train] Epoch 7, 55% 	 loss: 0.1736, acc: 0.9316, time: 0.46s
[2019-01-23 01:32:34] [Train] Epoch 7, 66% 	 loss: 0.1517, acc: 0.9590, time: 0.45s
[2019-01-23 01:32:35] [Train] Epoch 7, 77% 	 loss: 0.1367, acc: 0.9570, time: 0.45s
[2019-01-23 01:32:35] [Train] Epoch 7, 88% 	 loss: 0.1460, acc: 0.9512, time: 0.45s
[2019-01-23 01:32:35] [Train] Epoch 7, 100% 	 loss: 0.1528, acc: 0.9404, time: 0.42s
[2019-01-23 01:32:36] [Test] Beginning with test with 15 batches
[2019-01-23 01:32:40] [Test] Test finished, loss: 0.0493, acc: 0.9845, time: 3.97s
