[2019-01-23 01:51:47] Loading data from data\sign_mnist_train.npy ...
[2019-01-23 01:51:47] Loading data from data\sign_mnist_test.npy ...
[2019-01-23 01:51:47] Generating model graph visualization at results\20190123-015147\model ...
[2019-01-23 01:51:48] Using CUDA!
[2019-01-23 01:51:49] Training model...
[2019-01-23 01:51:49] ===== HYPERPARAMETERS =====
[2019-01-23 01:51:49] batch_size= 512
[2019-01-23 01:51:49] epochs= 20
[2019-01-23 01:51:49] learning_rate= 0.001
[2019-01-23 01:51:49] ==============================
[2019-01-23 01:51:49] [Test] Beginning with test with 15 batches
[2019-01-23 01:51:54] [Test] Test finished, loss: 3.2129, acc: 0.0344, time: 4.63s
[2019-01-23 01:51:58] [Train] Epoch 1, 11% 	 loss: 3.2446, acc: 0.0352, time: 4.20s
[2019-01-23 01:51:58] [Train] Epoch 1, 22% 	 loss: 3.2120, acc: 0.0449, time: 0.63s
[2019-01-23 01:51:59] [Train] Epoch 1, 33% 	 loss: 3.2286, acc: 0.0469, time: 0.63s
[2019-01-23 01:52:00] [Train] Epoch 1, 44% 	 loss: 3.1362, acc: 0.0801, time: 0.63s
[2019-01-23 01:52:00] [Train] Epoch 1, 55% 	 loss: 3.0130, acc: 0.1035, time: 0.63s
[2019-01-23 01:52:01] [Train] Epoch 1, 66% 	 loss: 2.8703, acc: 0.1406, time: 0.62s
[2019-01-23 01:52:02] [Train] Epoch 1, 77% 	 loss: 2.7524, acc: 0.1875, time: 0.63s
[2019-01-23 01:52:02] [Train] Epoch 1, 88% 	 loss: 2.5181, acc: 0.2598, time: 0.64s
[2019-01-23 01:52:03] [Train] Epoch 1, 100% 	 loss: 2.2556, acc: 0.2947, time: 0.60s
[2019-01-23 01:52:03] [Test] Beginning with test with 15 batches
[2019-01-23 01:52:07] [Test] Test finished, loss: 1.7782, acc: 0.5531, time: 3.87s
[2019-01-23 01:52:11] [Train] Epoch 2, 11% 	 loss: 2.0022, acc: 0.3789, time: 4.20s
